id,age,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
48403,30.0,60000,0,11,0,15000,11.86,0.25,0,8,1,74963
56376,30.0,60000,0,12,0,15000,7.88,0.25,0,9,1,74963
57022,32.0,55000,0,3,1,13000,7.88,0.24,0,7,1,74964
38116,28.0,65000,3,3,3,16000,13.22,0.25,0,5,1,74965
45452,28.0,65000,3,12,2,16000,9.99,0.25,0,6,1,74965
4895,34.0,50000,3,5,2,10000,13.49,0.2,0,9,1,74966
10765,34.0,50000,0,1,2,10000,7.74,0.2,0,10,1,74966
18932,34.0,50000,0,4,0,10000,6.62,0.2,0,9,1,74966
32769,34.0,50000,3,4,4,10000,7.49,0.2,0,6,1,74966
4469,26.0,70000,0,5,0,16000,10.0,0.23,0,3,1,74967
16603,26.0,65379,0,10,2,10000,11.86,0.15,0,3,1,74967
20677,26.0,70000,0,9,3,16000,13.99,0.23,1,2,1,74967
42657,35.0,48000,0,2,3,9000,7.88,0.19,0,9,1,74967
589,29.0,60000,3,2,2,12000,12.23,0.2,1,8,1,74968
4958,29.0,60000,3,4,5,12000,12.42,0.2,0,6,1,74968
5615,29.0,60000,0,8,2,12000,14.91,0.2,1,8,1,74968
6491,29.0,60000,3,4,0,12000,10.37,0.2,0,8,1,74968
7995,29.0,60000,3,4,2,12000,13.57,0.2,1,6,1,74968
10802,29.0,60000,0,3,5,12000,7.88,0.2,0,5,1,74968
11526,29.0,60000,3,0,0,12000,13.49,0.2,1,6,1,74968
13945,29.0,60000,0,3,2,12000,10.74,0.2,0,8,1,74968
17673,29.0,60000,0,9,4,12000,7.51,0.2,0,9,1,74968
20651,29.0,60000,0,13,4,12000,7.9,0.2,0,8,1,74968
22683,29.0,60000,3,2,3,12000,13.49,0.2,0,9,1,74968
23306,29.0,60000,2,13,3,12000,7.29,0.2,0,8,1,74968
23407,29.0,60000,3,4,0,12000,10.99,0.2,0,5,1,74968
27603,29.0,60000,3,4,4,12000,16.63,0.2,1,9,1,74968
29796,29.0,60000,0,0,3,12000,7.88,0.2,0,6,1,74968
34267,29.0,60000,3,4,1,12000,7.14,0.2,0,8,1,74968
37939,29.0,60000,2,7,2,12000,12.87,0.2,1,9,1,74968
39171,29.0,60000,2,7,1,12000,12.87,0.2,1,8,1,74968
39948,29.0,60000,0,4,4,12000,5.79,0.2,0,6,1,74968
44372,29.0,60000,3,4,1,12000,8.94,0.2,0,10,1,74968
47370,29.0,60000,3,1,4,12000,8.94,0.2,0,5,1,74968
48397,29.0,60000,0,13,2,12000,13.22,0.21,1,7,1,74968
50510,29.0,60000,3,5,3,12000,7.9,0.2,0,6,1,74968
54359,29.0,60000,3,4,3,12000,10.37,0.2,0,10,1,74968
57303,29.0,60000,3,6,1,12000,10.99,0.2,0,5,1,74968
11107,25.0,72000,3,1,3,15000,10.37,0.21,0,2,1,74969
17077,25.0,72000,0,4,0,15000,7.88,0.21,0,3,1,74969
22728,25.0,72000,3,4,3,15000,11.48,0.21,0,3,1,74969
22817,25.0,72000,0,9,4,15000,6.76,0.21,0,4,1,74969
26338,25.0,72000,0,9,5,15000,7.9,0.21,0,2,1,74969
51411,25.0,72000,3,9,0,15000,14.96,0.21,1,3,1,74969
58270,25.0,72000,0,9,4,15000,10.99,0.21,0,4,1,74969
803,30.0,57000,0,8,2,10500,10.25,0.18,0,10,1,74969
36506,23.0,80000,0,5,1,17000,11.14,0.21,0,2,1,74970
82,24.0,75000,3,3,4,15000,11.49,0.2,0,2,1,74971
5695,24.0,75000,0,1,1,15000,12.21,0.2,0,3,1,74971
10495,24.0,75000,3,3,1,15000,13.92,0.2,1,4,1,74971
13968,24.0,75000,3,6,4,15000,11.71,0.2,0,3,1,74971
28397,24.0,75000,0,8,2,15000,11.83,0.2,0,2,1,74971
33694,24.0,75000,0,8,0,15000,7.49,0.2,0,2,1,74971
34072,24.0,75000,0,8,3,15000,7.9,0.2,0,4,1,74971
37620,24.0,75000,0,8,1,15000,12.21,0.2,0,3,1,74971
37751,24.0,75000,0,1,5,15000,10.95,0.2,0,2,1,74971
42822,24.0,75000,3,5,2,15000,6.17,0.2,0,2,1,74971
8532,30.0,56000,3,14,0,9000,7.14,0.17,0,6,1,74972
1492,28.0,60000,0,3,2,9000,11.49,0.15,0,7,1,74973
22629,28.0,60000,0,7,3,9000,6.91,0.15,0,6,1,74973
29315,28.0,60000,0,4,3,9000,6.91,0.15,0,8,1,74973
33749,28.0,60000,0,12,5,9000,11.26,0.15,0,10,1,74973
34803,28.0,60000,2,0,5,9000,11.14,0.15,0,7,1,74973
42213,28.0,60000,0,13,5,9000,14.72,0.15,1,7,1,74973
43354,28.0,60000,3,5,2,9000,7.49,0.15,0,10,1,74973
32499,24.0,72500,0,3,2,12000,13.11,0.17,0,3,1,74974
37333,30.0,55000,3,6,1,7500,7.88,0.14,0,9,1,74974
48868,22.0,80000,3,3,1,13000,11.36,0.16,0,4,1,74975
22254,25.0,68000,0,1,5,10000,6.54,0.15,0,2,1,74975
23566,25.0,68000,0,1,4,10000,14.26,0.15,0,3,1,74975
31978,25.0,68000,0,5,3,10000,5.99,0.15,0,4,1,74975
1637,24.0,70000,0,6,2,9000,11.26,0.13,0,4,1,74977
1826,24.0,70000,0,1,2,9000,9.63,0.13,0,4,1,74977
3412,24.0,70000,3,2,0,9000,14.72,0.13,1,2,1,74977
5230,24.0,70000,0,8,3,9000,7.49,0.13,0,2,1,74977
8678,24.0,70000,3,0,0,9000,7.14,0.13,0,3,1,74977
11953,24.0,70000,3,4,5,9000,7.29,0.13,0,4,1,74977
21296,24.0,70000,0,8,1,9000,6.03,0.13,0,4,1,74977
28013,24.0,70000,3,8,0,9000,13.47,0.13,1,4,1,74977
55120,24.0,70000,0,2,1,9000,9.63,0.13,0,2,1,74977
10609,30.0,54000,0,0,0,6000,8.0,0.11,0,10,1,74977
29274,30.0,54000,0,9,1,6000,7.14,0.11,0,8,1,74977
49358,30.0,54000,0,1,4,6000,8.59,0.11,0,7,1,74977
6204,32.0,50000,3,4,1,5000,13.35,0.1,1,9,1,74977
11329,32.0,50000,3,1,4,5000,14.79,0.1,1,6,1,74977
15784,32.0,50000,0,16,2,5000,7.51,0.1,0,8,1,74977
19654,32.0,50000,3,0,3,5000,6.17,0.1,0,5,1,74977
42460,32.0,50000,3,4,0,5000,12.99,0.1,1,8,1,74977
53897,32.0,50000,0,5,1,5000,7.9,0.1,0,5,1,74977
54081,32.0,50000,3,3,0,5000,10.0,0.1,0,9,1,74977
57468,32.0,50000,3,8,3,5000,7.29,0.1,0,7,1,74977
58032,32.0,50000,0,4,0,5000,7.51,0.1,0,8,1,74977
361,27.0,60000,0,7,1,6000,10.99,0.1,0,5,1,74979
4964,27.0,60000,0,1,4,6000,7.49,0.1,0,5,1,74979
5062,27.0,60000,3,1,3,6000,10.75,0.1,0,8,1,74979
8315,27.0,60000,3,11,5,6000,8.49,0.1,0,9,1,74979
9344,27.0,60000,3,0,0,6000,10.65,0.1,0,7,1,74979
9667,27.0,60000,0,5,1,6000,11.36,0.1,0,5,1,74979
10782,27.0,60000,2,0,4,6000,13.48,0.1,1,5,1,74979
11133,27.0,60000,3,2,4,6000,9.91,0.1,0,10,1,74979
12370,27.0,60000,3,11,3,6000,7.51,0.1,0,10,1,74979
17262,27.0,60000,0,0,3,6000,7.49,0.1,0,6,1,74979
18251,27.0,60000,3,2,4,6000,10.75,0.1,0,5,1,74979
18896,27.0,60000,3,0,2,6000,13.49,0.1,1,10,1,74979
19921,27.0,60000,2,11,1,6000,7.14,0.1,0,8,1,74979
20913,27.0,60000,0,0,3,6000,6.62,0.1,0,5,1,74979
20941,27.0,60000,0,0,0,6000,11.58,0.1,0,9,1,74979
22488,27.0,60000,0,0,4,6000,15.99,0.1,1,6,1,74979
25808,27.0,60000,0,11,2,6000,6.03,0.1,0,9,1,74979
27150,27.0,60000,3,11,3,6000,9.99,0.1,0,5,1,74979
38661,27.0,60000,3,0,2,6000,10.74,0.1,0,5,1,74979
40903,27.0,60000,3,3,1,6000,8.9,0.1,0,8,1,74979
45310,27.0,60000,0,1,3,6000,10.99,0.1,0,9,1,74979
45356,27.0,60000,0,11,4,6000,13.99,0.1,1,9,1,74979
45799,27.0,60000,0,2,4,6000,10.36,0.1,0,7,1,74979
47507,27.0,60000,0,0,1,6000,8.0,0.1,0,9,1,74979
48307,27.0,60000,0,11,2,6000,6.62,0.1,0,9,1,74979
50289,27.0,60000,0,3,5,6000,13.49,0.1,0,9,1,74979
51008,27.0,60000,3,11,0,6000,5.99,0.1,0,6,1,74979
51659,27.0,60000,0,11,0,6000,6.92,0.1,0,5,1,74979
52980,27.0,60000,3,3,4,6000,13.98,0.1,1,9,1,74979
53417,27.0,60000,3,2,4,6000,12.68,0.1,0,5,1,74979
54258,27.0,60000,0,11,2,6000,7.49,0.1,0,5,1,74979
49945,33.0,48000,0,15,5,4200,11.48,0.09,0,9,1,74979
53745,33.0,48000,0,8,0,4200,7.29,0.09,0,10,1,74979
55653,33.0,48000,3,6,0,4200,9.63,0.09,0,8,1,74979
33240,39.0,40000,0,2,4,3000,11.99,0.07,0,13,1,74979
46278,21.0,80000,0,5,1,9000,8.0,0.11,0,4,1,74980
9551,22.0,75000,3,6,3,7500,8.9,0.1,0,3,1,74981
16844,22.0,75000,2,6,1,7500,15.99,0.1,0,3,1,74981
47763,25.0,64000,3,0,0,5000,12.99,0.08,0,2,1,74982
18152,26.0,60000,2,3,2,3000,11.86,0.05,0,4,1,74986
22380,26.0,60000,0,10,0,3000,12.23,0.05,1,2,1,74986
23914,26.0,60000,0,10,0,3000,13.47,0.05,0,3,1,74986
33315,26.0,60000,3,10,3,3000,9.63,0.05,0,2,1,74986
47848,26.0,60000,3,10,3,3000,7.29,0.05,0,3,1,74986
57334,26.0,60000,0,4,3,3000,10.62,0.05,0,4,1,74986
57494,26.0,60000,0,8,4,3000,8.9,0.05,0,4,1,74986
1181,24.0,65000,3,4,0,3000,7.51,0.05,0,4,1,74987
12255,24.0,65000,0,8,4,3000,11.36,0.05,0,3,1,74987
27453,24.0,65000,3,7,1,3000,15.62,0.05,0,3,1,74987
33447,24.0,65000,0,8,3,3000,5.79,0.05,0,2,1,74987
56287,24.0,65000,3,2,2,3000,10.65,0.05,0,2,1,74987
33707,25.0,62000,0,7,5,2500,6.03,0.04,0,2,1,74988
4197,22.0,70000,2,7,4,2000,5.79,0.03,0,3,1,74990
6238,22.0,70000,0,4,3,2000,5.42,0.03,0,4,1,74990
8696,22.0,70000,3,5,4,2000,14.79,0.03,1,4,1,74990
13067,22.0,70000,0,6,1,2000,7.9,0.03,0,2,1,74990
16285,22.0,70000,3,3,3,2000,11.71,0.03,0,3,1,74990
17866,22.0,70000,3,3,3,2000,11.71,0.03,0,2,1,74990
53502,22.0,70000,0,6,3,2000,10.65,0.03,0,4,1,74990
41482,43.0,50000,0,6,5,11000,8.49,0.22,0,12,1,74991
15195,29.0,69000,0,2,1,25000,6.99,0.36,0,7,1,75004
23312,23.0,71004,0,6,0,6625,13.57,0.09,0,4,1,75011
16211,23.0,87000,0,7,1,25000,11.86,0.29,0,4,1,75014
17532,27.0,63000,3,3,1,10000,14.79,0.16,1,7,1,75023
24827,27.0,63000,0,6,4,10000,7.49,0.16,0,9,1,75023
37448,27.0,63000,0,5,4,10000,5.99,0.16,0,10,1,75023
31087,25.0,69000,0,5,5,11200,15.96,0.16,1,4,1,75024
14499,22.0,75500,0,6,1,8000,7.9,0.1,0,3,1,75030
23523,27.0,64500,0,2,1,12000,10.37,0.19,0,10,1,75045
37384,36.0,45600,0,8,5,7000,16.29,0.15,0,12,1,75050
54557,42.0,48250,0,3,5,6000,10.39,0.13,0,14,1,75053
15641,29.0,58000,0,1,5,9000,8.59,0.16,0,9,1,75072
16376,23.0,74000,0,7,5,10000,7.49,0.14,0,2,1,75077
24808,23.0,74000,3,7,1,10000,8.94,0.14,0,2,1,75077
38953,23.0,74000,3,7,0,10000,10.62,0.14,0,2,1,75077
41888,23.0,74000,3,7,1,10000,11.71,0.14,0,4,1,75077
42086,24.0,68000,3,2,5,6500,9.99,0.1,0,2,1,75081
25731,23.0,70000,3,5,1,5400,13.49,0.08,1,4,1,75083
5189,25.0,82500,0,3,1,28000,13.16,0.37,1,3,1,75083
30672,29.0,54000,0,11,3,3200,10.99,0.06,0,5,1,75084
32635,27.0,58000,0,11,2,3200,7.68,0.06,0,6,1,75085
5178,26.0,65488,3,5,5,10000,12.73,0.15,1,4,1,75108
27934,52.0,52000,0,5,4,6000,13.79,0.12,0,25,1,75117
20656,23.0,77350,0,7,1,13800,11.99,0.18,0,3,1,75125
38129,23.0,71604,3,7,4,7200,10.95,0.1,0,3,1,75125
255,21.0,83000,0,3,1,12000,15.62,0.14,1,3,1,75127
45290,22.0,81960,3,2,0,15000,13.22,0.18,0,2,1,75129
48071,48.0,42000,0,3,5,5500,15.05,0.13,0,17,1,75132
30371,26.0,60000,0,11,5,2850,8.49,0.05,0,4,1,75136
17051,28.0,68000,3,6,4,20000,14.72,0.29,0,9,1,75160
56373,32.0,54000,3,4,3,11200,13.98,0.21,1,6,1,75166
17663,25.0,72000,3,3,0,14800,7.49,0.22,0,3,1,75170
11703,32.0,52000,3,0,1,8000,10.25,0.15,0,10,1,75171
19945,32.0,52000,0,17,4,8000,6.03,0.15,0,10,1,75171
32988,32.0,52000,2,3,2,8000,10.99,0.15,0,10,1,75171
2269,22.0,82000,0,6,1,15000,7.88,0.18,0,2,1,75173
18773,21.0,84000,3,2,0,13000,7.51,0.15,0,4,1,75176
6800,26.0,64000,0,2,0,8000,8.94,0.13,0,4,1,75177
52031,26.0,64000,0,7,1,8000,12.99,0.13,0,2,1,75177
6534,28.0,58000,0,8,5,6000,9.99,0.1,0,9,1,75178
13199,28.0,58000,3,0,3,6000,12.87,0.1,1,10,1,75178
29971,29.0,56000,0,11,4,6000,6.76,0.11,0,5,1,75178
22719,33.0,48000,3,2,0,4000,9.99,0.08,0,9,1,75179
37357,33.0,48000,3,1,5,4000,9.88,0.08,0,9,1,75179
48487,33.0,48000,3,0,3,4000,11.48,0.08,0,6,1,75179
56589,24.0,68000,0,0,3,6400,7.49,0.09,0,4,1,75181
5201,30.0,52800,0,3,1,4000,6.76,0.08,0,5,1,75181
41835,37.0,42000,3,5,4,2500,21.36,0.06,1,17,1,75182
45732,37.0,42000,3,7,5,2500,13.06,0.06,0,11,1,75182
15935,25.0,64000,3,6,4,4800,17.49,0.08,1,3,1,75183
19339,25.0,64000,3,9,2,4800,11.66,0.07,1,2,1,75183
56446,29.0,56004,3,3,5,6000,15.62,0.11,1,6,1,75183
8848,22.0,72000,0,2,3,4000,15.05,0.06,1,4,1,75186
52684,32.0,48000,0,4,5,1600,10.99,0.03,0,7,1,75187
33348,23.0,68004,0,7,1,3000,6.39,0.04,0,3,1,75192
53296,32.0,48255,3,3,5,2000,6.76,0.04,0,8,1,75194
34904,60.0,49008,2,5,3,13000,13.79,0.28,1,3,1,75210
23604,23.0,67500,3,7,1,2400,15.23,0.04,0,3,1,75214
13118,25.0,77000,0,8,0,21000,8.9,0.28,0,3,1,75214
45606,25.0,77000,0,9,1,21000,14.17,0.26,1,3,1,75214
2850,37.0,45000,3,1,0,8000,13.85,0.18,0,12,1,75217
9946,37.0,45000,0,2,1,8000,8.59,0.18,0,15,1,75217
50643,37.0,45000,3,1,0,8000,12.69,0.18,0,17,1,75217
2599,31.0,55000,0,6,5,10000,17.58,0.18,0,6,1,75219
14655,31.0,55000,3,3,4,10000,15.31,0.18,0,5,1,75219
32991,31.0,55000,0,0,2,10000,7.88,0.18,0,7,1,75219
46861,31.0,55000,0,5,1,10000,10.99,0.18,0,6,1,75219
19157,23.0,75000,2,7,3,11000,6.03,0.15,0,3,1,75226
432,25.0,65000,3,0,1,6000,13.35,0.09,0,4,1,75231
3780,25.0,65000,0,0,4,6000,10.25,0.09,0,4,1,75231
18632,25.0,65000,3,9,5,6000,13.57,0.09,1,3,1,75231
24962,25.0,65000,3,2,0,6000,7.51,0.09,0,2,1,75231
33173,25.0,65000,3,3,2,6000,10.65,0.09,0,3,1,75231
37990,25.0,65000,0,9,3,6000,11.49,0.09,0,3,1,75231
39757,25.0,65000,0,9,3,6000,7.88,0.09,0,4,1,75231
39796,25.0,65000,3,9,0,6000,13.49,0.09,1,2,1,75231
46063,25.0,65000,3,2,0,6000,13.98,0.09,0,4,1,75231
55815,25.0,65000,3,1,0,6000,7.49,0.09,0,3,1,75231
3934,29.0,55000,3,6,4,4500,5.42,0.08,0,6,1,75231
46591,25.0,63000,0,9,5,3500,5.42,0.06,0,2,1,75235
10222,25.0,65004,3,1,0,6000,12.87,0.09,0,4,1,75236
15840,25.0,65004,0,0,0,6000,9.63,0.09,0,4,1,75236
50865,25.0,65004,3,1,3,6000,12.87,0.09,0,4,1,75236
52064,23.0,67000,3,3,5,1800,6.76,0.03,0,3,1,75240
15596,31.0,57600,3,9,2,14000,10.65,0.24,0,6,1,75243
56166,27.0,57600,3,11,3,2500,13.49,0.04,0,7,1,75247
1171,24.0,64800,0,5,0,2500,12.69,0.04,0,2,1,75248
4652,27.0,57240,2,3,1,2000,10.99,0.04,0,6,1,75262
42924,30.0,54996,3,0,1,7200,11.89,0.13,0,10,1,75269
36556,41.0,52000,3,0,3,10000,8.94,0.19,0,12,1,75271
56078,23.0,78000,3,7,1,14400,13.49,0.18,0,2,1,75272
43101,30.0,55000,0,0,5,7200,11.58,0.13,0,9,1,75275
30816,23.0,72000,3,1,5,7500,14.79,0.01,1,3,1,75280
38431,22.0,75000,0,7,3,7200,7.29,0.1,0,2,1,75281
44945,22.0,75000,2,0,4,7200,10.37,0.1,0,3,1,75281
13759,23.0,70000,0,7,1,5200,11.11,0.08,0,2,1,75283
8653,27.0,58000,0,5,5,3000,5.42,0.05,0,8,1,75285
8517,26.0,71046,0,6,1,17000,12.73,0.24,1,2,1,75326
10593,28.0,62400,3,2,5,12000,13.06,0.19,0,7,1,75329
47752,28.0,62400,0,7,2,12000,6.03,0.19,0,7,1,75329
48765,23.0,69000,0,1,1,4000,7.14,0.06,0,4,1,75335
1764,22.0,72600,0,0,3,4500,7.74,0.06,0,3,1,75345
9657,42.0,52000,3,5,1,12000,12.42,0.23,0,11,1,75351
16022,42.0,52000,0,4,4,12000,7.51,0.23,0,16,1,75351
50208,22.0,69600,0,6,4,1200,10.37,0.02,0,3,1,75352
5727,23.0,96000,0,7,1,35000,10.65,0.36,0,3,1,75357
49477,25.0,62217,3,0,0,2400,11.66,0.04,0,3,1,75359
22333,36.0,48000,3,1,5,11000,9.63,0.23,0,13,1,75362
4590,32.0,54000,0,6,0,11000,6.62,0.2,0,10,1,75366
31033,24.0,70000,0,8,1,8600,7.9,0.12,0,2,1,75378
17711,27.0,60000,3,8,4,5600,10.99,0.09,0,6,1,75380
29641,27.0,60000,2,6,5,5600,10.99,0.09,0,5,1,75380
39555,25.0,62000,0,9,1,2100,11.86,0.03,0,4,1,75389
36762,37.0,46180,0,2,5,10000,13.98,0.22,0,14,1,75396
35264,23.0,67752,3,7,5,2500,10.65,0.04,0,2,1,75403
36874,36.0,44684,1,2,1,5000,11.09,0.11,0,13,1,75406
57083,23.0,83000,3,3,4,20000,14.42,0.24,0,3,1,75417
43952,23.0,75000,3,5,5,10800,10.37,0.14,0,3,1,75426
36957,24.0,64000,3,5,0,1350,7.88,0.02,0,3,1,75441
49086,29.0,62400,0,13,3,15000,10.99,0.24,0,7,1,75444
50150,21.0,81400,0,3,4,10000,12.61,0.12,1,4,1,75449
54427,31.0,60000,0,2,3,17500,7.49,0.29,0,6,1,75459
6751,35.0,50000,2,2,1,12000,7.29,0.24,0,8,1,75462
33009,35.0,50000,3,9,2,12000,9.91,0.24,0,9,1,75462
36545,35.0,50000,3,0,0,12000,10.25,0.24,0,7,1,75462
41063,35.0,50000,2,0,5,12000,8.94,0.24,0,5,1,75462
57139,35.0,50000,2,13,5,12000,10.99,0.24,0,6,1,75462
58332,35.0,50000,3,6,5,12000,11.49,0.24,0,5,1,75462
3106,38.0,45000,3,5,1,10000,13.48,0.22,1,14,1,75462
20527,28.0,62496,3,1,1,12000,12.84,0.19,0,6,1,75464
48272,30.0,60000,0,5,3,14500,6.54,0.23,0,8,1,75464
261,32.0,55000,0,16,5,12500,15.7,0.23,0,9,1,75464
53122,25.0,74000,0,5,1,17000,9.88,0.24,0,3,1,75467
41992,26.0,59600,3,2,2,2000,9.32,0.03,0,2,1,75468
26918,29.0,60000,0,4,5,11500,6.03,0.19,0,7,1,75469
40434,24.0,75000,0,4,4,14500,9.63,0.19,0,4,1,75471
47718,33.0,50000,3,8,5,7000,10.75,0.14,0,8,1,75472
3224,25.0,70000,3,9,5,12000,7.9,0.17,0,2,1,75473
4376,25.0,70000,0,2,5,12000,12.21,0.17,0,4,1,75473
6723,25.0,70000,0,3,0,12000,5.79,0.17,0,2,1,75473
8477,25.0,70000,3,9,5,12000,5.79,0.17,0,3,1,75473
9920,25.0,70000,0,5,5,12000,6.99,0.17,0,4,1,75473
13810,25.0,70000,0,9,4,12000,10.99,0.17,0,4,1,75473
16784,25.0,70000,0,9,5,12000,7.88,0.17,0,2,1,75473
23415,25.0,70000,0,9,5,12000,7.49,0.17,0,3,1,75473
24676,25.0,70000,3,0,0,12000,10.99,0.17,0,2,1,75473
26632,25.0,70000,3,7,4,12000,11.12,0.17,0,2,1,75473
30210,25.0,70000,3,6,3,12000,10.37,0.17,0,2,1,75473
34579,25.0,70000,0,9,3,12000,12.21,0.17,0,4,1,75473
40162,25.0,70000,0,5,0,12000,7.9,0.17,0,3,1,75473
42768,25.0,70000,3,9,2,12000,6.17,0.17,0,4,1,75473
46115,25.0,70000,0,2,2,12000,10.0,0.17,0,4,1,75473
46552,25.0,70000,0,9,1,12000,10.62,0.17,0,4,1,75473
53454,25.0,70000,0,9,5,12000,9.99,0.17,0,3,1,75473
54514,25.0,70000,2,9,1,12000,12.18,0.17,0,4,1,75473
50843,26.0,65000,3,2,3,9000,9.88,0.14,0,4,1,75475
14871,30.0,55000,0,8,4,7000,13.47,0.13,0,5,1,75475
43576,30.0,55000,3,2,3,7000,11.49,0.13,0,6,1,75475
46975,30.0,53664,0,14,4,5000,12.69,0.09,0,6,1,75475
29135,23.0,69996,0,7,5,5000,6.99,0.07,0,4,1,75479
32759,23.0,69996,0,7,1,5000,9.32,0.07,0,4,1,75479
35470,25.0,66000,3,1,3,7000,13.49,0.11,1,3,1,75479
25003,30.0,51996,3,15,3,2500,11.71,0.05,0,5,1,75479
33041,24.0,68750,3,6,1,7000,12.61,0.1,1,4,1,75480
41147,27.0,60000,2,8,0,5500,18.25,0.09,0,7,1,75480
3368,22.0,75000,0,6,0,7000,6.76,0.09,0,4,1,75482
22222,22.0,75000,0,6,1,7000,15.23,0.09,1,3,1,75482
27435,22.0,75000,0,6,1,7000,11.71,0.09,0,3,1,75482
31181,22.0,75000,0,6,4,7000,7.51,0.09,0,2,1,75482
47167,22.0,75000,3,2,1,7000,6.03,0.09,0,3,1,75482
3346,23.0,70000,0,7,1,5000,7.74,0.07,0,2,1,75484
4643,23.0,70000,0,7,0,5000,5.42,0.07,0,2,1,75484
5256,23.0,70000,3,4,4,5000,7.49,0.07,0,3,1,75484
7886,23.0,70000,0,3,1,5000,6.99,0.07,0,2,1,75484
8221,23.0,70000,3,0,3,5000,10.75,0.07,0,4,1,75484
11930,23.0,70000,0,7,3,5000,11.49,0.07,0,3,1,75484
13188,23.0,70000,3,0,4,5000,8.63,0.07,0,3,1,75484
16577,23.0,70000,0,1,3,5000,6.03,0.07,0,4,1,75484
17333,23.0,70000,0,7,4,5000,6.03,0.07,0,2,1,75484
21150,23.0,70000,3,0,3,5000,8.0,0.07,0,4,1,75484
23988,23.0,70000,0,2,5,5000,15.23,0.07,0,2,1,75484
24134,23.0,70000,0,7,0,5000,7.9,0.07,0,4,1,75484
24687,23.0,70000,0,2,0,5000,5.42,0.07,0,2,1,75484
27823,23.0,70000,0,1,5,5000,13.79,0.07,1,4,1,75484
28395,23.0,70000,0,5,4,5000,9.64,0.07,0,3,1,75484
30784,23.0,70000,0,4,3,5000,7.74,0.07,0,2,1,75484
39797,23.0,70000,0,3,0,5000,7.9,0.07,0,2,1,75484
40624,23.0,70000,0,7,4,5000,7.29,0.07,0,3,1,75484
40722,23.0,70000,0,1,5,5000,11.12,0.07,0,4,1,75484
47211,23.0,70000,3,0,3,5000,13.49,0.07,1,3,1,75484
48337,23.0,70000,3,1,1,5000,8.88,0.07,0,2,1,75484
48761,23.0,70000,0,5,5,5000,11.49,0.07,0,2,1,75484
49074,23.0,70000,0,2,0,5000,5.42,0.07,0,4,1,75484
50039,23.0,70000,3,2,3,5000,8.9,0.07,0,3,1,75484
55000,23.0,70000,0,0,4,5000,11.86,0.07,0,2,1,75484
57181,23.0,70000,3,3,1,5000,13.49,0.07,1,2,1,75484
23608,31.0,50000,2,7,3,2000,6.92,0.04,0,8,1,75486
43765,31.0,50000,0,2,3,2000,10.99,0.04,0,5,1,75486
1052,26.0,60000,3,5,2,2500,9.91,0.04,0,4,1,75487
18389,26.0,60000,0,8,1,2500,14.22,0.04,1,2,1,75487
48866,24.0,65000,2,4,4,2500,13.98,0.04,1,2,1,75488
19617,28.0,55000,0,12,5,1500,13.49,0.03,0,6,1,75489
30547,28.0,55000,0,11,3,1500,7.74,0.03,0,9,1,75489
40551,36.0,45288,0,16,2,6000,7.51,0.13,0,12,1,75491
9846,24.0,65004,3,3,0,2500,13.49,0.04,0,4,1,75493
31060,31.0,51300,0,13,5,4000,6.99,0.08,0,6,1,75495
41415,28.0,58951,3,7,2,7000,7.14,0.12,0,8,1,75508
11370,29.0,59000,3,3,0,10000,18.79,0.17,1,5,1,75521
14573,29.0,55684,0,13,2,5200,5.42,0.09,0,10,1,75521
27430,29.0,59000,0,9,2,10000,7.88,0.17,0,8,1,75521
34134,29.0,59000,0,3,5,10000,13.49,0.17,0,7,1,75521
14888,24.0,83800,0,1,5,25000,15.62,0.3,1,3,1,75522
50948,29.0,59004,2,3,5,10000,7.49,0.17,0,6,1,75527
28375,33.0,50648,3,5,3,8000,12.69,0.16,0,7,1,75540
24718,29.0,62400,3,4,5,14900,16.82,0.22,1,7,1,75545
15626,23.0,78000,0,1,1,14125,12.99,0.18,0,3,1,75548
26923,43.0,48000,0,4,1,7000,7.88,0.15,0,14,1,75552
20561,22.0,69600,0,6,4,1000,6.99,0.02,0,2,1,75553
40936,32.0,56000,3,0,1,14000,13.35,0.25,0,5,1,75562
37611,33.0,54000,0,4,3,13500,9.99,0.24,0,10,1,75562
57198,26.0,72000,0,6,1,18000,7.66,0.25,0,4,1,75565
50128,24.0,78000,3,0,1,18000,12.73,0.23,1,3,1,75568
13257,24.0,75000,2,5,3,14400,7.88,0.19,0,3,1,75571
53650,24.0,65488,3,1,1,3000,11.86,0.05,0,4,1,75572
21458,31.0,51996,0,10,4,5000,5.99,0.1,0,7,1,75572
6239,23.0,78000,3,4,5,14100,14.27,0.18,0,4,1,75573
31815,24.0,73000,0,8,3,12000,7.29,0.16,0,2,1,75574
30600,38.0,42000,0,5,3,4200,11.99,0.1,0,13,1,75575
8371,25.0,67200,0,9,1,8400,12.69,0.12,0,4,1,75577
7088,22.0,78000,0,6,5,10200,8.94,0.13,0,3,1,75578
41557,24.0,70000,0,8,4,8400,11.14,0.12,0,3,1,75578
28310,24.0,68000,0,8,3,6000,7.29,0.09,0,4,1,75581
2112,26.0,62000,0,9,4,5000,6.92,0.08,0,2,1,75582
28227,26.0,60000,3,3,4,2400,11.49,0.04,0,2,1,75587
